,median,median_perc,mean,std,min,max,over_threshold,names
hsa:00270,0.0,0.0,0.0008097778917368424,0.002469260217744257,0.0,0.014046913,False,Cysteine and methionine metabolism
hsa:04912,6.649756e-06,0.0041504698471310445,0.0014403922114204677,0.003205662474546475,0.0,0.016484829,False,GnRH signaling pathway
hsa:04064,7.075587e-05,0.044162538436376325,0.0004252220889619884,0.0007953525963213556,0.0,0.0033000456,False,NF-kappa B signaling pathway
hsa:00513,0.0,0.0,0.0005032168781830408,0.0011207595143469683,0.0,0.005240813,False,Various types of N-glycan biosynthesis
hsa:05210,0.0,0.0,0.00014874274395672518,0.0002924551170697678,0.0,0.0020038635,False,Colorectal cancer
hsa:04933,0.00021429345,0.13375205085159278,0.002055519624842105,0.00373255656322117,0.0,0.023264341,False,AGE-RAGE signaling pathway in diabetic complications
hsa:04215,0.00054888433,0.3425881883828107,0.005432929451874268,0.009523491105393371,0.0,0.05316343,False,Apoptosis - multiple species
hsa:00400,2.4948637e-05,0.015571784227198399,0.00021235291277076022,0.0003775187719790375,0.0,0.0022519757,False,Phenylalanine
hsa:05142,7.6803175e-05,0.047936986259560325,0.0004472198577251461,0.0010126364164355852,0.0,0.010344902,False,Chagas disease
hsa:00280,6.7119996e-05,0.041893194207059066,0.0003916317768943862,0.0008830280067198224,0.0,0.0068832096,False,Valine
hsa:04071,0.0,0.0,0.0007276038590719299,0.001700450856809186,0.0,0.008453248,False,Sphingolipid signaling pathway
hsa:00051,1.2097298e-05,0.0075505733715280215,0.001063181176445029,0.0029407040166661066,0.0,0.015503476,False,Fructose and mannose metabolism
hsa:04929,3.0891282e-05,0.01928090812357957,0.0008890071617602338,0.001453696677042332,0.0,0.011010036,False,GnRH secretion
hsa:00524,0.0,0.0,0.0014050547813274853,0.0029487064097602636,0.0,0.014673148,False,Neomycin
hsa:04970,0.0018556395,1.1582042697349086,0.0065941169287426875,0.00821979999514063,0.0,0.032737017,False,Salivary secretion
hsa:05230,0.00022384056,0.13971091493355958,0.0021717308689941516,0.0038605218245826326,0.0,0.016878802,False,Central carbon metabolism in cancer
hsa:04217,5.2615705e-06,0.0032840287235808667,0.0011819131280865495,0.004098458314790727,0.0,0.019963985,False,Necroptosis
hsa:00430,0.0031199115,1.9473043231161244,0.00557675576649123,0.006766353372905152,0.0,0.042256616,False,Taurine and hypotaurine metabolism
hsa:05160,3.073385e-05,0.019182646357437542,0.0002689593515274855,0.0003686033287359136,0.0,0.0013412947,False,Hepatitis C
hsa:05410,0.0021826373,1.3623011582490419,0.005823200082061986,0.00799388569755245,0.0,0.036506914,False,Hypertrophic cardiomyopathy
hsa:05167,0.0,0.0,0.00028003184596432754,0.0007652394575056041,0.0,0.0030248591,False,Kaposi sarcoma-associated herpesvirus infection
hsa:04658,0.0,0.0,0.00047022210832748523,0.0007760272096724289,0.0,0.005328686,False,Th1 and Th2 cell differentiation
hsa:03040,0.0,0.0,5.025091806847954e-05,8.861125398260152e-05,0.0,0.000362902,False,Spliceosome
hsa:04141,3.543481e-05,0.022116767960180438,0.00014832264462923974,0.00019344056242425394,0.0,0.0008122776,False,Protein processing in endoplasmic reticulum
hsa:04022,0.0,0.0,0.0015311692515719301,0.003958202438663256,0.0,0.017521555,False,cGMP-PKG signaling pathway
hsa:05030,0.0032886574,2.052627701865208,0.0046448075890000015,0.005375189715865554,0.0,0.025244929,False,Cocaine addiction
hsa:01055,0.0,0.0,1.826891192918129e-05,4.742700492407337e-05,0.0,0.00034298486,False,Biosynthesis of vancomycin group antibiotics
hsa:03008,6.90203e-08,4.307927598996697e-05,0.0002905934968440176,0.0006868874188991112,0.0,0.003006261,False,Ribosome biogenesis in eukaryotes
hsa:04660,6.042109e-06,0.003771204720530965,0.00018191589477611696,0.0003348850655117647,0.0,0.0012396588,False,T cell receptor signaling pathway
hsa:00514,0.0,0.0,0.0014385675371011697,0.00373329519296166,0.0,0.018241959,False,Other types of O-glycan biosynthesis
hsa:04744,0.002882129,1.798891494671677,0.006333958322982453,0.008846612836767007,0.0,0.046508223,False,Phototransduction
hsa:04972,0.00024846534,0.15508056261420164,0.002240205627964912,0.0045787750641777545,0.0,0.029649027,False,Pancreatic secretion
hsa:00232,0.0001695263,0.1058104683007454,0.003133735432666082,0.00822315017858693,0.0,0.046697,False,Caffeine metabolism
hsa:04721,0.00013301242,0.08302019480172361,0.0009796403921637426,0.0022414783951983696,0.0,0.009864995,False,Synaptic vesicle cycle
hsa:04550,8.203156e-05,0.05120030213035202,0.0021652804221695913,0.005297076649539976,0.0,0.025556616,False,Signaling pathways regulating pluripotency of stem cells
hsa:00531,3.7823025e-05,0.02360738120162359,0.0008674159396666666,0.0015898064190520546,0.0,0.0078118695,False,Glycosaminoglycan degradation
hsa:04714,0.0,0.0,0.00013143752625730998,0.00023932838554591802,0.0,0.0012589573,False,Thermogenesis
hsa:04915,8.570317e-05,0.053491951116483964,0.0006632687318947368,0.0013089813460417127,0.0,0.007156865,False,Estrogen signaling pathway
hsa:04068,0.0,0.0,0.0004934031508040935,0.0009916073913944206,0.0,0.004111785,False,FoxO signaling pathway
hsa:00790,0.0,0.0,0.0002524669198166667,0.0005712804136644875,0.0,0.0033304037,False,Folate biosynthesis
hsa:05322,8.093108e-06,0.005051343346067891,0.0001811215724315789,0.0008961457941996014,0.0,0.011544239,False,Systemic lupus erythematosus
hsa:05323,0.0,0.0,0.0002787251941520468,0.0005546978377362102,0.0,0.003475581,False,Rheumatoid arthritis
hsa:05120,0.000108801774,0.06790903039169655,0.0023450956492678363,0.007119523463904248,0.0,0.03774234,False,Epithelial cell signaling in Helicobacter pylori infection
hsa:05164,0.0,0.0,0.0010011100147519008,0.0025920825605172384,0.0,0.012436811,False,Influenza A
hsa:00523,0.0,0.0,1.954951739955555e-05,5.9726896646464986e-05,0.0,0.00052719377,False,Polyketide sugar unit biosynthesis
hsa:00970,0.0,0.0,0.00010085414459269006,0.00016835078100199005,0.0,0.0010182381,False,Aminoacyl-tRNA biosynthesis
hsa:00532,3.5772206e-05,0.022327354923753626,0.0071006912186081855,0.014787357737300026,0.0,0.069002554,False,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
hsa:04913,0.0033840535,2.112169531156974,0.007355415987563738,0.009861435949935741,0.0,0.036199808,False,Ovarian steroidogenesis
hsa:04724,0.00015745452,0.09827582208347073,0.0016918700872140353,0.0028716516021640923,0.0,0.011987716,False,Glutamatergic synapse
hsa:00983,0.0,0.0,0.001332412699637427,0.0025215204595362074,0.0,0.019751454,False,Drug metabolism - other enzymes
hsa:05131,0.000110598296,0.06903033625475491,0.00010659729747368419,9.553535133079955e-05,0.0,0.00040179206,False,Shigellosis
hsa:04730,0.0,0.0,0.0048774169825847955,0.010955764696386738,0.0,0.05195297,False,Long-term depression
hsa:05130,0.00011592651,0.07235596076579885,0.0008527092192865496,0.001974886309382784,0.0,0.010154305,False,Pathogenic Escherichia coli infection
hsa:04122,0.0,0.0,0.0005113436429152047,0.0010494886714126099,0.0,0.0067291963,False,Sulfur relay system
hsa:04010,0.0,0.0,0.00012504648967426898,0.0002051402833457234,0.0,0.0014608598,False,MAPK signaling pathway
hsa:00860,0.0,0.0,0.0019344878224906434,0.0034002824068785917,0.0,0.017845713,False,Porphyrin metabolism
hsa:00785,3.8952294e-05,0.02431221863232027,0.0002965268259269005,0.0006702606423684183,0.0,0.003339041,False,Lipoic acid metabolism
hsa:00561,0.00076033117,0.4745635170551925,0.004074388181795324,0.007754993007238543,0.0,0.037991665,False,Glycerolipid metabolism
hsa:04918,0.0020887405,1.30369512260772,0.003333095450754386,0.004178378091086227,0.0,0.02720257,False,Thyroid hormone synthesis
hsa:04152,2.003113e-06,0.0012502504012021206,0.0007513289307915201,0.0010519522303973883,0.0,0.006705983,False,AMPK signaling pathway
hsa:05207,8.56793e-05,0.05347705256753705,0.00015454026554093575,0.00016226368785067066,0.0,0.00084849447,False,Chemical carcinogenesis - receptor activation
hsa:05412,0.000542488,0.3385958953126139,0.00181908609828655,0.0025898455666343487,0.0,0.010061536,False,Arrhythmogenic right ventricular cardiomyopathy
hsa:00311,4.358769e-06,0.0027205418221525023,0.0006837433752046783,0.001499102544813813,0.0,0.009119499,False,Penicillin and cephalosporin biosynthesis
hsa:04066,3.3137276e-05,0.02068275360089291,0.0009784276561461988,0.001927301598743462,0.0,0.009290883,False,HIF-1 signaling pathway
hsa:03260,0.0,0.0,0.0005384414502950116,0.0011859757119347025,0.0,0.0074189967,False,Virion - Human immunodeficiency virus
hsa:04962,0.0,0.0,0.002021799848692982,0.004936551414636841,0.0,0.036853053,False,Vasopressin-regulated water reabsorption
hsa:05033,0.007265788,4.534968502550556,0.01332709895202339,0.013876420852306039,0.0,0.049541414,True,Nicotine addiction
hsa:04966,0.0,0.0,0.0013958452044795326,0.003019990930002771,0.0,0.017231524,False,Collecting duct acid secretion
hsa:00900,2.5073132e-07,0.00015649488242747026,0.0003809334395646783,0.0016981115369289835,0.0,0.015898867,False,Terpenoid backbone biosynthesis
hsa:03263,0.00022383108,0.13970499795643276,0.001354543629337427,0.002307610697643722,0.0,0.014379812,False,Virion - Enterovirus
hsa:05223,1.1944823e-05,0.0074554055353034596,0.0005182027472049124,0.001109767199381399,0.0,0.005874892,False,Non-small cell lung cancer
hsa:04974,0.0015935368,0.994611898345397,0.004749090013450292,0.007148912393663398,0.0,0.02792229,False,Protein digestion and absorption
hsa:05020,0.0,0.0,7.509848506140351e-06,1.8416166341818623e-05,0.0,8.5726286e-05,False,Prion disease
hsa:00760,0.00074629474,0.46580262726068483,0.00265940915110702,0.004892428156519828,0.0,0.03741061,False,Nicotinate and nicotinamide metabolism
hsa:03022,0.0,0.0,3.263048190760233e-05,7.349551904565273e-05,0.0,0.0006006876,False,Basal transcription factors
hsa:03450,1.6668107e-05,0.010403460745364775,0.0003965864946315791,0.0008940543961871459,0.0,0.0057631624,False,Non-homologous end-joining
hsa:04144,0.0,0.0,0.0004947456530333332,0.0012567589383860336,0.0,0.007110597,False,Endocytosis
hsa:05220,1.7149185e-05,0.010703727361631315,0.0013717990052742695,0.0029399895876345587,0.0,0.015950909,False,Chronic myeloid leukemia
hsa:04710,0.0032910989,2.054151573136841,0.010481650101637428,0.01738035797231203,0.0,0.067306794,False,Circadian rhythm
hsa:00830,0.0020578003,1.2843836821331815,0.005896459390497074,0.008025575637475083,0.0,0.037835807,False,Retinol metabolism
hsa:04114,0.0,0.0,0.001012971174810058,0.0019521453555870832,0.0,0.010960641,False,Oocyte meiosis
hsa:05146,9.47988e-05,0.05916902228355543,0.0010781087428362575,0.0017428925721423279,0.0,0.005625372,False,Amoebiasis
hsa:03264,0.0,0.0,0.0008163394301888888,0.0014795986241284568,0.0,0.009621286,False,Virion - Flavivirus
hsa:05170,9.1162205e-05,0.056899228039416626,0.00017666057590058477,0.00022328325456056345,0.0,0.0008346428,False,Human immunodeficiency virus 1 infection
hsa:04130,1.19352535e-05,0.007449432696420028,0.000508841927074854,0.001098102358241872,0.0,0.0053930846,False,SNARE interactions in vesicular transport
hsa:04659,4.052558e-05,0.02529419091880919,0.0010540855695146199,0.0018079179990052592,0.0,0.009458422,False,Th17 cell differentiation
hsa:04672,8.6608605e-05,0.054057081726695384,0.0016936107562631575,0.003326443762680082,0.0,0.012526443,False,Intestinal immune network for IgA production
hsa:05215,6.72475e-06,0.004197277630110713,0.0009441867828335087,0.002862183235957165,0.0,0.014796622,False,Prostate cancer
hsa:01522,0.0,0.0,0.00042791896443274857,0.001120650609368403,0.0,0.005135373,False,Endocrine resistance
hsa:04370,0.00069033063,0.43087242063708475,0.0023038691903801175,0.003760421827648821,0.0,0.021509632,False,VEGF signaling pathway
hsa:04340,0.0018106797,1.130142443972724,0.003757890281637428,0.005284703776326888,0.0,0.04167254,False,Hedgehog signaling pathway
hsa:04080,0.0,0.0,0.002584778504422806,0.0038329273073240545,0.0,0.014344449,False,Neuroactive ligand-receptor interaction
hsa:00020,0.0,0.0,0.0003431969351374269,0.0014374017323456436,0.0,0.009060958,False,Citrate cycle (TCA cycle)
hsa:03015,4.5345254e-07,0.0002830240830453003,5.660020388046781e-05,8.219106124712666e-05,0.0,0.000349463,False,mRNA surveillance pathway
hsa:00450,0.0003684219,0.22995189402028118,0.0017101441608187134,0.0034741315203632075,0.0,0.01956047,False,Selenocompound metabolism
hsa:05208,0.0,0.0,2.5983517947368414e-05,5.0622459253810624e-05,0.0,0.00040427418,False,Chemical carcinogenesis - reactive oxygen species
hsa:04720,2.0072068e-05,0.012528055616411177,0.002484944843643275,0.006976894873096605,0.0,0.04363681,False,Long-term potentiation
hsa:03010,0.0,0.0,6.212018396690059e-05,0.00010740551902456336,0.0,0.0004500731,False,Ribosome
hsa:00520,0.0,0.0,0.0006013896520175437,0.0018518062372759742,0.0,0.01591788,False,Amino sugar and nucleotide sugar metabolism
hsa:00650,0.0,0.0,0.0011452522352163744,0.0025846589366350543,0.0,0.01537494,False,Butanoate metabolism
hsa:00140,0.0003001885,0.18736376458106097,0.001788935803488889,0.0032276162051013647,0.0,0.017380256,False,Steroid hormone biosynthesis
hsa:05152,9.648066e-05,0.060218761434449965,0.0002955717507520469,0.0004759306571444559,0.0,0.0024463441,False,Tuberculosis
hsa:04670,0.00018640142,0.11634313697711761,0.0013982062277360235,0.002720335265622982,0.0,0.014977056,False,Leukocyte transendothelial migration
hsa:04728,0.0,0.0,0.00016918387787076019,0.00027950146394079017,0.0,0.001272884,False,Dopaminergic synapse
hsa:00920,0.0,0.0,0.000872856613349123,0.0025970378701423084,0.0,0.016050655,False,Sulfur metabolism
hsa:04613,0.0,0.0,0.0002794210157076024,0.0005863857733495537,0.0,0.0030161263,False,Neutrophil extracellular trap formation
hsa:04151,0.00029997688,0.18723168117393293,0.0005944105079649119,0.0008901768242197847,0.0,0.004011451,False,PI3K-Akt signaling pathway
hsa:00010,0.0,0.0,0.0005451917433040936,0.0012470214009195101,0.0,0.0062274616,False,Glycolysis / Gluconeogenesis
hsa:00230,0.0,0.0,0.00022637467868561392,0.0006464652283543335,0.0,0.0024761874,False,Purine metabolism
hsa:00670,5.218433e-06,0.0032571042931159575,0.00030133312072959075,0.0006069708697534016,0.0,0.0034346124,False,One carbon pool by folate
hsa:04662,0.0002504046,0.1562909589288555,0.0004666694133783624,0.0005806609760717209,0.0,0.002441871,False,B cell receptor signaling pathway
hsa:04612,6.601552e-05,0.041203831419179354,0.00019314417850877197,0.00027448143660124976,0.0,0.0011910419,False,Antigen processing and presentation
hsa:04390,0.001050676,0.6557833185314254,0.0012650444741520472,0.0013843057439737595,0.0,0.006840082,False,Hippo signaling pathway
hsa:00563,0.00013476316,0.08411292565984323,0.00046697195890058475,0.0008117776353765923,0.0,0.0064879684,False,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
hsa:00100,7.0009446e-05,0.04369665513100768,0.00012628422866666666,0.0001794146273846979,0.0,0.0010573573,False,Steroid biosynthesis
hsa:04012,7.626338e-06,0.004760007121017624,0.0011622856928608187,0.0019733232365007477,0.0,0.011068833,False,ErbB signaling pathway
hsa:04150,1.5326317e-05,0.009565977545051566,0.00040754578011403515,0.0005712142895909456,0.0,0.0028604646,False,mTOR signaling pathway
hsa:04146,0.00013075303,0.08160998816137327,0.001726135118392397,0.004940983033304201,0.0,0.02783528,False,Peroxisome
hsa:05135,0.00021608993,0.1348733305001955,0.0005185445223292398,0.0008801371448005394,0.0,0.005092012,False,Yersinia infection
hsa:00600,6.69706e-05,0.041799948140093315,0.0004103352959754384,0.0009561821874691415,0.0,0.006093493,False,Sphingolipid metabolism
hsa:05204,0.0050426237,3.1473722670844437,0.007747199815847954,0.00785580689937742,0.0,0.032242246,False,Chemical carcinogenesis - DNA adducts
hsa:03420,1.198932e-06,0.0007483178502730802,0.0003544563853640352,0.0006859927250940491,0.0,0.0037429226,False,Nucleotide excision repair
hsa:05225,2.596483e-05,0.01620604485350794,6.331314159356727e-05,9.787206992614203e-05,0.0,0.0005444642,False,Hepatocellular carcinoma
hsa:04650,3.180109e-05,0.01984876815794453,0.00043396317879532164,0.0010783022570776365,0.0,0.006649693,False,Natural killer cell mediated cytotoxicity
hsa:00750,0.0,0.0,0.0006127222277251465,0.0012577528354786648,0.0,0.0064165676,False,Vitamin B6 metabolism
hsa:04061,0.006607795,4.124279733500489,0.010540381536239766,0.011837364065697504,0.0,0.053831067,False,Viral protein interaction with cytokine and cytokine receptor
hsa:04928,0.00045249664,0.2824274545183479,0.00156915061997076,0.002196539578352817,0.0,0.012746543,False,Parathyroid hormone synthesis
hsa:00590,0.0006120882,0.3820371180363183,0.0025274623700994162,0.005305532610401888,0.0,0.025570387,False,Arachidonic acid metabolism
hsa:00220,1.9701107e-05,0.01229651893371762,0.0006588435117245613,0.0021376279707584016,0.0,0.02364788,False,Arginine biosynthesis
hsa:04530,0.0,0.0,0.000978550269614152,0.0018820596751822204,0.0,0.0076207053,False,Tight junction
hsa:00601,0.001205525,0.75243289565251,0.00494065747412281,0.006937222331673394,0.0,0.030091379,False,Glycosphingolipid biosynthesis - lacto and neolacto series
hsa:05162,7.921397e-05,0.04944169289167048,0.00010724297323976614,0.00013147535920554143,0.0,0.0007004481,False,Measles
hsa:00030,0.0,0.0,0.00010578082062397662,0.00031796076650454907,0.0,0.0025632875,False,Pentose phosphate pathway
hsa:05169,3.0485051e-05,0.01902735753969801,0.00021211213133918142,0.0004018002653241883,0.0,0.0016050457,False,Epstein-Barr virus infection
hsa:02010,0.0040965467,2.5568748019798297,0.01080649321912281,0.014061478757369242,0.0,0.0488467,False,ABC transporters
hsa:04814,2.2946917e-05,0.014322403272107844,4.529094306432747e-05,8.741295494805857e-05,0.0,0.00040638668,False,Motor proteins
hsa:03265,0.00031278282,0.19522455607553374,0.0031989803435467858,0.0057045639649040795,0.0,0.03267725,False,Virion - Lyssavirus
hsa:04975,0.0017901004,1.1172977976240364,0.0034596681369005837,0.0036750392507106694,0.0,0.012992084,False,Fat digestion and absorption
hsa:00333,1.5314718e-05,0.009558737986223113,0.0006443051073473684,0.0019182227046275757,0.0,0.010937623,False,Prodigiosin biosynthesis
hsa:00052,0.0,0.0,0.0006395993287122807,0.001148235713744975,0.0,0.0070185843,False,Galactose metabolism
hsa:05168,0.0,0.0,0.00012328476557309944,0.00022346525714044124,0.0,0.0008748518,False,Herpes simplex virus 1 infection
hsa:04210,0.00019714405,0.12304818929691479,0.000979682503274854,0.0013763363706598454,0.0,0.00464729,False,Apoptosis
hsa:04935,0.0,0.0,0.00034435114695906434,0.0006633201194698381,0.0,0.005030984,False,Growth hormone synthesis
hsa:04024,1.1919577e-05,0.007439648150857974,0.004217239962387134,0.012848943685941281,0.0,0.063590005,False,cAMP signaling pathway
hsa:04742,0.016736101,10.445899452406932,0.027971979004093563,0.025769125938337113,0.0,0.10207593,True,Taste transduction
hsa:05218,0.00014579226,0.09099677929161454,0.0011142317812690063,0.002328807263427773,0.0,0.014006758,False,Melanoma
hsa:05212,0.00027325875,0.17055546133417832,0.0009852564700584799,0.0013236490351160918,0.0,0.006150735,False,Pancreatic cancer
hsa:04810,0.0,0.0,0.002045772136865497,0.006089082166984455,0.0,0.021711648,False,Regulation of actin cytoskeleton
hsa:05219,0.0012398029,0.7738275739494239,0.0030038440299994147,0.005048096972661252,0.0,0.021062918,False,Bladder cancer
hsa:01040,4.8696304e-05,0.0303939785788722,0.0020344911685766087,0.0064006144883735315,0.0,0.027804906,False,Biosynthesis of unsaturated fatty acids
hsa:04211,0.0,0.0,0.000739466058277193,0.0017368988406309572,0.0,0.0063590887,False,Longevity regulating pathway
