,median,median_perc,mean,std,min,max,median_over_std,names,genelist,limma
hsa:09101,8.1381433e-05,0.016696445876600737,0.004087238934782051,0.010907301922977595,0.0,0.08195204,False,Carbohydrate metabolism,,
hsa:09144,2.51888325e-08,5.167812399309946e-06,0.001679086394721914,0.005613366260254615,0.0,0.034985255,False,Cellular community - eukaryotes,,
hsa:09153,1.72251775e-05,0.0035339663267368467,0.000244875909575403,0.0005082611493979908,0.0,0.0026053498,False,Circulatory system,,
hsa:09132,0.0,0.0,0.009662613060507329,0.018447920429619576,0.0,0.07585495,False,Signal transduction,,
hsa:09133,0.0,0.0,0.0016735344183062277,0.0036669365238369512,0.0,0.019039987,False,Signaling molecules and interaction,,
hsa:09108,0.0041432021999999995,0.8500311279614983,0.01072036241119048,0.015616342273546607,0.0,0.12111171,False,Metabolism of cofactors and vitamins,,
hsa:09161,0.00026217085,0.05378771601929658,0.01125528089289267,0.023120407130821207,0.0,0.1645761,False,Cancer: overview,,
hsa:09106,0.00086043288,0.17652885285723216,0.006046460030067763,0.014095152238638858,0.0,0.14811264,False,Metabolism of other amino acids,,
hsa:09107,0.00018103531999999999,0.03714172030041662,0.0035710635830815,0.007935681153038261,0.0,0.108192556,False,Glycan biosynthesis and metabolism,,
hsa:09124,8.255847e-07,0.00016937930129713562,0.011999984661908054,0.022517402199785045,0.0,0.14588566,False,Replication and repair,,
hsa:09141,2.5984236499999997e-05,0.00533099974249708,0.003593898322841668,0.006393689047913241,0.0,0.02965007,False,Transport and catabolism,,
hsa:09152,0.00029348536,0.06021228980834833,0.011918671290992673,0.019444294761340287,0.0,0.110131405,False,Endocrine system,,
hsa:09151,0.0008158579,0.1673837233899179,0.007514486366697804,0.011057823283991188,0.0,0.08252378,False,Immune system,,
hsa:09142,0.0,0.0,0.00014467102378734427,0.00029638243246909047,0.0,0.0015372147,False,Cell motility,,
hsa:09174,0.0,0.0,0.0025685335684626385,0.005762574567322666,0.0,0.028588599,False,Infectious disease: parasitic,,
hsa:09123,0.00031627668,0.06488822173542914,0.005367088370656599,0.011267580299198028,0.0,0.0754996,False,Folding,,
hsa:09159,5.950415e-06,0.0012208040375845087,0.0018026679019372527,0.003909552420078303,0.0,0.024128921,False,Environmental adaptation,,
hsa:09158,5.07025975e-05,0.010402288872964694,0.00023897650631162995,0.000453321678441633,0.0,0.002491818,False,Development and regeneration,,
hsa:09122,0.45177558,92.6875608081257,0.32740009138325693,0.327588195741694,0.0,0.8650812,True,Translation,,
hsa:09157,0.0,0.0,0.0008451226936459885,0.002331923854349534,0.0,0.013359729,False,Sensory system,,
